distance,flux0,varflux0,flux1,varflux1
4.775000,0.516743,0.314645,0.039896,0.022616
4.785000,0.515539,0.314227,0.039853,0.022611
4.795000,0.514352,0.313816,0.039796,0.022590
4.805000,0.512161,0.312566,0.039716,0.022535
4.815000,0.511058,0.312159,0.039661,0.022531
4.825000,0.509874,0.311745,0.039573,0.022478
4.835000,0.508796,0.311357,0.039439,0.022365
4.845000,0.507561,0.310915,0.039360,0.022293
4.855000,0.506314,0.310475,0.039297,0.022256
4.865000,0.505144,0.310031,0.039262,0.022255
4.875000,0.503912,0.309606,0.039229,0.022287
4.885000,0.502734,0.309131,0.039128,0.022190
4.895000,0.501542,0.308728,0.039031,0.022149
4.905000,0.499416,0.307455,0.038921,0.022039
4.915000,0.498203,0.307008,0.038875,0.022022
4.925000,0.497051,0.306598,0.038811,0.021990
4.935000,0.495863,0.306158,0.038698,0.021882
4.945000,0.494841,0.305788,0.038596,0.021827
4.955000,0.493703,0.305360,0.038419,0.021643
4.965000,0.492535,0.304892,0.038375,0.021618
4.975000,0.491344,0.304465,0.038319,0.021588
4.985000,0.490254,0.304060,0.038232,0.021546
4.995000,0.489126,0.303616,0.038070,0.021400
5.005000,0.487213,0.302394,0.037895,0.021283
5.015000,0.486097,0.301911,0.037790,0.021164
5.025000,0.484993,0.301472,0.037758,0.021178
5.035000,0.483886,0.301054,0.037707,0.021162
5.045000,0.482794,0.300618,0.037616,0.021093
5.055000,0.481598,0.300160,0.037588,0.021125
5.065000,0.480392,0.299683,0.037511,0.021066
5.075000,0.479298,0.299256,0.037447,0.021055
5.085000,0.478215,0.298825,0.037302,0.020932
5.095000,0.477075,0.298364,0.037178,0.020818
5.105000,0.475034,0.297067,0.037125,0.020810
5.115000,0.473874,0.296621,0.036998,0.020715
5.125000,0.472768,0.296145,0.036908,0.020637
5.135000,0.471701,0.295746,0.036766,0.020546
5.145000,0.470580,0.295251,0.036644,0.020414
5.155000,0.469439,0.294783,0.036638,0.020453
5.165000,0.468327,0.294335,0.036556,0.020425
5.175000,0.467197,0.293877,0.036453,0.020352
5.185000,0.466176,0.293435,0.036377,0.020334
5.195000,0.465132,0.292980,0.036270,0.020251
5.205000,0.463148,0.291675,0.036197,0.020200
5.215000,0.462096,0.291214,0.036127,0.020177
5.225000,0.460951,0.290721,0.036083,0.020149
5.235000,0.459880,0.290253,0.036051,0.020166
5.245000,0.458724,0.289756,0.036028,0.020184
5.255000,0.457629,0.289288,0.036003,0.020205
5.265000,0.456665,0.288865,0.035907,0.020139
5.275000,0.455725,0.288460,0.035734,0.020001
5.285000,0.454676,0.287988,0.035574,0.019821
5.295000,0.453639,0.287557,0.035476,0.019775
5.305000,0.451702,0.286230,0.035380,0.019669
5.315000,0.450572,0.285737,0.035314,0.019631
5.325000,0.449388,0.285218,0.035297,0.019659
5.335000,0.448329,0.284769,0.035285,0.019701
5.345000,0.447260,0.284288,0.035231,0.019664
5.355000,0.446188,0.283822,0.035200,0.019677
5.365000,0.445137,0.283335,0.035154,0.019640
5.375000,0.444081,0.282868,0.035084,0.019623
5.385000,0.443053,0.282381,0.035004,0.019558
5.395000,0.441961,0.281915,0.034943,0.019541
5.405000,0.440093,0.280591,0.034846,0.019473
5.415000,0.439038,0.280110,0.034743,0.019375
5.425000,0.438013,0.279640,0.034718,0.019373
5.435000,0.436978,0.279178,0.034614,0.019288
5.445000,0.435843,0.278657,0.034565,0.019254
5.455000,0.434864,0.278221,0.034474,0.019215
5.465000,0.433804,0.277741,0.034333,0.019067
5.475000,0.432803,0.277258,0.034275,0.019062
5.485000,0.431691,0.276747,0.034200,0.019026
5.495000,0.430634,0.276237,0.034139,0.018980
5.505000,0.428693,0.274888,0.034109,0.018992
5.515000,0.427676,0.274434,0.033982,0.018901
5.525000,0.426689,0.273939,0.033919,0.018854
5.535000,0.425708,0.273458,0.033883,0.018840
